frame_number,clip_name,coord_x_0,coord_y_0,coord_z_0,confidence_0,coord_x_1,coord_y_1,coord_z_1,confidence_1,coord_x_2,coord_y_2,coord_z_2,confidence_2,coord_x_3,coord_y_3,coord_z_3,confidence_3,coord_x_4,coord_y_4,coord_z_4,confidence_4,coord_x_5,coord_y_5,coord_z_5,confidence_5,coord_x_6,coord_y_6,coord_z_6,confidence_6,coord_x_7,coord_y_7,coord_z_7,confidence_7,coord_x_8,coord_y_8,coord_z_8,confidence_8,coord_x_9,coord_y_9,coord_z_9,confidence_9,coord_x_10,coord_y_10,coord_z_10,confidence_10,coord_x_11,coord_y_11,coord_z_11,confidence_11,coord_x_12,coord_y_12,coord_z_12,confidence_12,coord_x_13,coord_y_13,coord_z_13,confidence_13,coord_x_14,coord_y_14,coord_z_14,confidence_14,coord_x_15,coord_y_15,coord_z_15,confidence_15,coord_x_16,coord_y_16,coord_z_16,confidence_16,coord_x_17,coord_y_17,coord_z_17,confidence_17,coord_x_18,coord_y_18,coord_z_18,confidence_18,coord_x_19,coord_y_19,coord_z_19,confidence_19,coord_x_20,coord_y_20,coord_z_20,confidence_20,coord_x_21,coord_y_21,coord_z_21,confidence_21,coord_x_22,coord_y_22,coord_z_22,confidence_22,coord_x_23,coord_y_23,coord_z_23,confidence_23,coord_x_24,coord_y_24,coord_z_24,confidence_24,coord_x_25,coord_y_25,coord_z_25,confidence_25,coord_x_26,coord_y_26,coord_z_26,confidence_26,coord_x_27,coord_y_27,coord_z_27,confidence_27,coord_x_28,coord_y_28,coord_z_28,confidence_28,coord_x_29,coord_y_29,coord_z_29,confidence_29,coord_x_30,coord_y_30,coord_z_30,confidence_30,coord_x_31,coord_y_31,coord_z_31,confidence_31,coord_x_32,coord_y_32,coord_z_32,confidence_32,movement_type,speed
0,caminar-adelante_lento.mp4,0.5380606055259705,0.1681504100561142,-1.1920453310012817,0.999983549118042,0.5543495416641235,0.16088822484016418,-1.1607165336608887,0.9999531507492065,0.5617558360099792,0.16150346398353577,-1.160618543624878,0.9999567270278931,0.5705408453941345,0.16210141777992249,-1.1607060432434082,0.9999586343765259,0.5265901684761047,0.15902374684810638,-1.1613733768463135,0.9999392032623291,0.5159910321235657,0.158752903342247,-1.161602258682251,0.9999452829360962,0.5076563358306885,0.15895551443099976,-1.1616963148117065,0.9999488592147827,0.5850554704666138,0.17069733142852783,-0.8700429797172546,0.9999223947525024,0.49612492322921753,0.16778847575187683,-0.8782986998558044,0.999896764755249,0.5536372661590576,0.18410953879356384,-1.0764669179916382,0.99997878074646,0.519422709941864,0.182928204536438,-1.0794215202331543,0.9999732971191406,0.6452757716178894,0.24707123637199402,-0.576137900352478,0.9999617338180542,0.430008202791214,0.24270832538604736,-0.5620689988136292,0.9999299049377441,0.6701539158821106,0.3456820845603943,-0.3425441086292267,0.9857538938522339,0.38011789321899414,0.336163192987442,-0.3463578522205353,0.9725746512413025,0.6741024255752563,0.43417948484420776,-0.5050564408302307,0.9404122233390808,0.3682125210762024,0.4237610101699829,-0.48300763964653015,0.9054680466651917,0.6797533631324768,0.45881983637809753,-0.5500024557113647,0.8637547492980957,0.3634273409843445,0.4496004581451416,-0.5309380888938904,0.8321649432182312,0.6686208248138428,0.4594530463218689,-0.6473488211631775,0.8755366802215576,0.37553030252456665,0.4497610926628113,-0.6167234778404236,0.8401333689689636,0.6615042090415955,0.45228660106658936,-0.5435739159584045,0.8570585250854492,0.3808259069919586,0.4423997402191162,-0.5171363949775696,0.815906822681427,0.5877349972724915,0.408792644739151,0.003194661345332861,0.999392032623291,0.45977097749710083,0.4071589708328247,-0.0036979136057198048,0.9993232488632202,0.566847026348114,0.5576542615890503,-0.07800077646970749,0.9592428803443909,0.4673628807067871,0.5572536587715149,-0.06224288418889046,0.9614248871803284,0.5447856187820435,0.6952670812606812,0.285165399312973,0.9639421105384827,0.45511487126350403,0.6990926265716553,0.2883789837360382,0.9417263269424438,0.5377281308174133,0.7024588584899902,0.3003743886947632,0.6314173936843872,0.4573560953140259,0.7086172103881836,0.30293649435043335,0.5381481647491455,0.5388193130493164,0.7410054206848145,-0.075168676674366,0.9499605894088745,0.462978720664978,0.7392628788948059,-0.06439455598592758,0.9309766292572021,caminar-adelante,lento
1,caminar-adelante_lento.mp4,0.5383663177490234,0.16766990721225739,-1.1306359767913818,0.9999842047691345,0.5548278093338013,0.16003534197807312,-1.0970937013626099,0.9999550580978394,0.5621646642684937,0.16076359152793884,-1.0970001220703125,0.999958336353302,0.5705458521842957,0.16148316860198975,-1.0970895290374756,0.99996018409729,0.5273883938789368,0.15834148228168488,-1.0998406410217285,0.9999421834945679,0.5171212553977966,0.15817566215991974,-1.1000723838806152,0.9999478459358215,0.5090885758399963,0.15840986371040344,-1.100126028060913,0.9999513030052185,0.5850731730461121,0.16995224356651306,-0.816070556640625,0.9999248385429382,0.49700480699539185,0.16743619740009308,-0.8336058855056763,0.9999022483825684,0.5542320609092712,0.18353568017482758,-1.020600438117981,0.9999794960021973,0.5195278525352478,0.18206118047237396,-1.026193380355835,0.9999743700027466,0.6454421877861023,0.24729086458683014,-0.535876989364624,0.9999593496322632,0.42993608117103577,0.24273645877838135,-0.5457219481468201,0.9999319314956665,0.6704953908920288,0.34738829731941223,-0.29160720109939575,0.9842461943626404,0.37981879711151123,0.3362446427345276,-0.3174702823162079,0.972686231136322,0.6740161180496216,0.43435320258140564,-0.42017605900764465,0.9311909675598145,0.36858850717544556,0.423884779214859,-0.4004470407962799,0.9011414051055908,0.6797240376472473,0.4591479003429413,-0.4582573175430298,0.8498021364212036,0.3634727895259857,0.45068269968032837,-0.4409007430076599,0.8254199028015137,0.6686419248580933,0.45972153544425964,-0.5513324737548828,0.8621093034744263,0.37557342648506165,0.4508088231086731,-0.5236051678657532,0.8334370255470276,0.6615049839019775,0.45227670669555664,-0.457435667514801,0.8434317708015442,0.38109204173088074,0.44252103567123413,-0.4327951669692993,0.8096497058868408,0.5877434015274048,0.4091064929962158,0.004460699390619993,0.9993797540664673,0.4594234824180603,0.407203733921051,-0.004917743615806103,0.9993261694908142,0.5657333135604858,0.5578374266624451,-0.042316924780607224,0.9573773145675659,0.4669278860092163,0.5571091771125793,-0.054983023554086685,0.9612939953804016,0.5434287786483765,0.6945633292198181,0.2901359796524048,0.9625133275985718,0.45584622025489807,0.6977791786193848,0.28374403715133667,0.9404744505882263,0.5354172587394714,0.7024593949317932,0.30332472920417786,0.6272392272949219,0.4577106237411499,0.7086203098297119,0.296503484249115,0.5340458154678345,0.5379002690315247,0.7423596382141113,-0.061989206820726395,0.9482746720314026,0.4636945128440857,0.7392675280570984,-0.06546542048454285,0.9288836121559143,caminar-adelante,lento
2,caminar-adelante_lento.mp4,0.5386229157447815,0.167328342795372,-1.1282405853271484,0.9999847412109375,0.5552232265472412,0.15943334996700287,-1.094225525856018,0.9999565482139587,0.5625031590461731,0.1602504551410675,-1.0941327810287476,0.9999594688415527,0.5705662369728088,0.1610490083694458,-1.094233751296997,0.9999613761901855,0.5279989838600159,0.1578119695186615,-1.0965927839279175,0.9999446868896484,0.5179383754730225,0.1577111780643463,-1.096824049949646,0.9999499320983887,0.5100794434547424,0.15795905888080597,-1.09688138961792,0.9999533295631409,0.585098922252655,0.16939640045166016,-0.8134469985961914,0.9999264478683472,0.49778926372528076,0.16712044179439545,-0.8294312953948975,0.999906599521637,0.5546658039093018,0.18315142393112183,-1.0186043977737427,0.9999799728393555,0.5195906758308411,0.18152491748332977,-1.0237054824829102,0.9999752044677734,0.6455407738685608,0.24741733074188232,-0.5377951860427856,0.9999563694000244,0.4299558103084564,0.24274618923664093,-0.5436262488365173,0.9999328255653381,0.6708890795707703,0.3485868573188782,-0.3009134531021118,0.9825969338417053,0.3794873356819153,0.3364078104496002,-0.3208652436733246,0.9724817872047424,0.6741366982460022,0.43446749448776245,-0.43464890122413635,0.9213194251060486,0.36923348903656006,0.4251317083835602,-0.40608400106430054,0.8944035768508911,0.6798068284988403,0.4593470096588135,-0.47467148303985596,0.8351830244064331,0.36407992243766785,0.4526963233947754,-0.44693997502326965,0.8151691555976868,0.6689942479133606,0.4599210023880005,-0.5668420791625977,0.8480697274208069,0.37626978754997253,0.4528285562992096,-0.5281936526298523,0.823346734046936,0.6617454290390015,0.4522766172885895,-0.4716726243495941,0.8291172981262207,0.38194769620895386,0.44358372688293457,-0.4380062222480774,0.8000622391700745,0.58791184425354,0.40911898016929626,0.004582623485475779,0.9993648529052734,0.4594298303127289,0.40721288323402405,-0.005029916297644377,0.999322235584259,0.5648030042648315,0.557910680770874,-0.04511468857526779,0.9544875025749207,0.4668334424495697,0.5570456385612488,-0.052628569304943085,0.9598609805107117,0.5423856377601624,0.6945149302482605,0.28439652919769287,0.9602994322776794,0.45635461807250977,0.6974652409553528,0.2782905399799347,0.9375007748603821,0.5345230102539062,0.7029615640640259,0.2960907816886902,0.6196130514144897,0.4578940272331238,0.7092410922050476,0.2901177704334259,0.5262552499771118,0.5375612378120422,0.7436689138412476,-0.06473150104284286,0.9455553293228149,0.46397095918655396,0.7392651438713074,-0.06853572279214859,0.9249554872512817,caminar-adelante,lento
3,caminar-adelante_lento.mp4,0.538686990737915,0.16686876118183136,-1.1144706010818481,0.9999847412109375,0.5553864240646362,0.1585559993982315,-1.081159234046936,0.999956488609314,0.5627000331878662,0.15950465202331543,-1.081073522567749,0.9999590516090393,0.5705745220184326,0.16042231023311615,-1.0811800956726074,0.999961256980896,0.528329610824585,0.15697306394577026,-1.0825446844100952,0.9999454021453857,0.5185189843177795,0.156938374042511,-1.0827667713165283,0.9999502897262573,0.5107457041740417,0.15717585384845734,-1.082824945449829,0.9999538660049438,0.5851458311080933,0.16886089742183685,-0.8056901693344116,0.999925434589386,0.49847668409347534,0.16659215092658997,-0.8168551921844482,0.999907374382019,0.5548978447914124,0.1826259344816208,-1.0069273710250854,0.9999797344207764,0.519595742225647,0.18087072670459747,-1.0105804204940796,0.9999751448631287,0.6456891894340515,0.24748006463050842,-0.5383087992668152,0.9999529719352722,0.43005529046058655,0.2427545040845871,-0.537219226360321,0.9999325275421143,0.671302080154419,0.34935441613197327,-0.3076572120189667,0.9813616275787354,0.37957364320755005,0.33685535192489624,-0.32158997654914856,0.972506046295166,0.6743314862251282,0.43447205424308777,-0.44909918308258057,0.9144284129142761,0.36950698494911194,0.4262515604496002,-0.4212535321712494,0.8899911046028137,0.6803414821624756,0.45943543314933777,-0.4908725619316101,0.824606716632843,0.3641100823879242,0.4539799690246582,-0.4626276195049286,0.8079226613044739,0.6696834564208984,0.46004799008369446,-0.5829554796218872,0.8379122614860535,0.3762708902359009,0.45404067635536194,-0.5491621494293213,0.816358208656311,0.6622763872146606,0.45226621627807617,-0.4861817955970764,0.8189830780029297,0.3820004463195801,0.44445154070854187,-0.45421797037124634,0.7937467694282532,0.5883699655532837,0.4090800881385803,0.004373033996671438,0.9993398189544678,0.4595356583595276,0.4071475565433502,-0.0048103854060173035,0.9993084669113159,0.5639415979385376,0.5579344630241394,-0.049393001943826675,0.9498282074928284,0.46682751178741455,0.55689936876297,-0.052862804383039474,0.9561302065849304,0.5417448282241821,0.6945224404335022,0.26443371176719666,0.9556320309638977,0.4565623104572296,0.697480320930481,0.26106131076812744,0.9308103919029236,0.533858060836792,0.703747034072876,0.27474507689476013,0.6031380295753479,0.4581553041934967,0.7103462815284729,0.27150195837020874,0.511792778968811,0.5370317101478577,0.744189977645874,-0.08284368366003036,0.9399327039718628,0.46397411823272705,0.7392810583114624,-0.08199746161699295,0.9173997640609741,caminar-adelante,lento
4,caminar-adelante_lento.mp4,0.5388834476470947,0.1660778671503067,-1.1064682006835938,0.9999850988388062,0.5555657744407654,0.15717948973178864,-1.0742632150650024,0.9999573826789856,0.5628934502601624,0.15819835662841797,-1.07417893409729,0.9999597072601318,0.570607602596283,0.15921278297901154,-1.0742820501327515,0.9999620914459229,0.5288147330284119,0.1557425856590271,-1.0752389430999756,0.9999470114707947,0.5192815065383911,0.15572072565555573,-1.0754536390304565,0.9999516010284424,0.5116004347801208,0.15590791404247284,-1.0755070447921753,0.9999551773071289,0.585276186466217,0.16812628507614136,-0.8046097159385681,0.9999262690544128,0.49911442399024963,0.16583575308322906,-0.8142648935317993,0.9999097585678101,0.5552545189857483,0.18167823553085327,-1.001200556755066,0.9999799132347107,0.5197643637657166,0.1799076795578003,-1.004414677619934,0.9999755620956421,0.6459548473358154,0.2474747747182846,-0.5409532189369202,0.9999510049819946,0.43036696314811707,0.24270914494991302,-0.5348373651504517,0.9999330043792725,0.6719402074813843,0.3495159447193146,-0.3088977634906769,0.9806903600692749,0.3799293339252472,0.3368643522262573,-0.3229890465736389,0.9724849462509155,0.674561083316803,0.43435829877853394,-0.4562138020992279,0.9106673002243042,0.36990198493003845,0.4262738525867462,-0.4295324683189392,0.8874984979629517,0.6807498931884766,0.45943140983581543,-0.4984627068042755,0.8186291456222534,0.3641587495803833,0.45411473512649536,-0.47224336862564087,0.803730309009552,0.6701672077178955,0.46004924178123474,-0.5905977487564087,0.8321812748908997,0.37627553939819336,0.45415326952934265,-0.5598123669624329,0.8123403191566467,0.6627176403999329,0.4521149694919586,-0.4933610260486603,0.8132781982421875,0.3820663094520569,0.4445114731788635,-0.4628491997718811,0.7903485894203186,0.5886486172676086,0.4080200493335724,0.003814957570284605,0.9993387460708618,0.45988893508911133,0.4057924747467041,-0.004261333029717207,0.9993126392364502,0.5638406872749329,0.5572657585144043,-0.05203483626246452,0.9471230506896973,0.4673379957675934,0.5559623837471008,-0.05097497999668121,0.9540206789970398,0.541655421257019,0.6945586800575256,0.233803853392601,0.9535098671913147,0.45587825775146484,0.695704460144043,0.24408158659934998,0.927351176738739,0.5336437225341797,0.7044139504432678,0.24138526618480682,0.5939963459968567,0.45757195353507996,0.7100652456283569,0.2526421546936035,0.5029057860374451,0.5367410778999329,0.7441218495368958,-0.11528130620718002,0.9370226263999939,0.4623200297355652,0.7358556985855103,-0.0944846123456955,0.9133406281471252,caminar-adelante,lento
5,caminar-adelante_lento.mp4,0.5390907526016235,0.16550301015377045,-1.0954684019088745,0.9999855160713196,0.5557582378387451,0.15627902746200562,-1.063852071762085,0.9999586343765259,0.5631072521209717,0.15728387236595154,-1.0637760162353516,0.9999606609344482,0.5706904530525208,0.15828660130500793,-1.0638848543167114,0.9999631643295288,0.5291659235954285,0.1550043374300003,-1.0646485090255737,0.9999488592147827,0.5198314189910889,0.15498527884483337,-1.064856767654419,0.9999530911445618,0.5122232437133789,0.15514865517616272,-1.064911961555481,0.9999566078186035,0.585423469543457,0.16744109988212585,-0.7959758043289185,0.9999281167984009,0.499662846326828,0.16530966758728027,-0.8047531843185425,0.9999128580093384,0.5555875301361084,0.18095356225967407,-0.9905158877372742,0.9999803900718689,0.5199992656707764,0.17923188209533691,-0.9934772849082947,0.9999762177467346,0.6463764905929565,0.2474539428949356,-0.5330426096916199,0.9999502301216125,0.43063774704933167,0.2426789551973343,-0.5258157253265381,0.9999340176582336,0.6724525094032288,0.3497699201107025,-0.3111084997653961,0.9805282354354858,0.38000422716140747,0.3367777466773987,-0.32447949051856995,0.9725513458251953,0.6747338771820068,0.43414226174354553,-0.45749202370643616,0.9106140732765198,0.3699549436569214,0.4260733127593994,-0.4359452426433563,0.8859951496124268,0.6813777685165405,0.4592846930027008,-0.5003776550292969,0.8184908628463745,0.36414676904678345,0.45401954650878906,-0.4800514578819275,0.8011676073074341,0.671052873134613,0.4599423408508301,-0.5918886661529541,0.83201003074646,0.37625446915626526,0.4540662467479706,-0.565268337726593,0.8098893761634827,0.6634514331817627,0.45163917541503906,-0.4944187104701996,0.8130124807357788,0.3820632994174957,0.44444605708122253,-0.46927833557128906,0.78843092918396,0.5886934399604797,0.4074232578277588,0.0038315693382173777,0.9993352293968201,0.4600031077861786,0.40529775619506836,-0.004277215339243412,0.999316394329071,0.5638545751571655,0.5570201277732849,-0.053585734218358994,0.9459229111671448,0.4673474431037903,0.5559658408164978,-0.055703647434711456,0.9535025358200073,0.5417546629905701,0.6949023604393005,0.21674750745296478,0.95248943567276,0.45520421862602234,0.6957230567932129,0.21509264409542084,0.925642192363739,0.5334932804107666,0.7058820724487305,0.22313912212848663,0.5894042253494263,0.4563692808151245,0.7116500735282898,0.22186501324176788,0.49622470140457153,0.5381736755371094,0.745762825012207,-0.1348286122083664,0.9354159832000732,0.46214377880096436,0.7368972301483154,-0.12879690527915955,0.910812497138977,caminar-adelante,lento
6,caminar-adelante_lento.mp4,0.5392577052116394,0.16506361961364746,-1.0655933618545532,0.9999857544898987,0.5559034943580627,0.15563127398490906,-1.0355193614959717,0.9999591708183289,0.5632964372634888,0.15658579766750336,-1.0354546308517456,0.9999610185623169,0.5707868933677673,0.15752087533473969,-1.03556489944458,0.9999637007713318,0.5293405652046204,0.1545102596282959,-1.03564453125,0.9999498128890991,0.5201148390769958,0.15450938045978546,-1.0358364582061768,0.9999538064002991,0.5125333666801453,0.15468080341815948,-1.0358939170837402,0.999957263469696,0.5856366753578186,0.1667519509792328,-0.7735056281089783,0.9999289512634277,0.49997568130493164,0.16493818163871765,-0.7786251902580261,0.9999141097068787,0.5560104250907898,0.18037448823451996,-0.9622997641563416,0.999980628490448,0.5202444791793823,0.17876550555229187,-0.9641731381416321,0.9999765157699585,0.6474803686141968,0.24732564389705658,-0.5146914124488831,0.99994957447052,0.4309544861316681,0.2426629662513733,-0.5127082467079163,0.9999345541000366,0.673478901386261,0.34986424446105957,-0.3058115541934967,0.9803906083106995,0.38019606471061707,0.3367774486541748,-0.3358913064002991,0.9730226397514343,0.6755062937736511,0.4341014623641968,-0.45541903376579285,0.9113500118255615,0.3701208829879761,0.42605558037757874,-0.4897553324699402,0.8864036798477173,0.6827095746994019,0.45926740765571594,-0.5001141428947449,0.8197272419929504,0.364155113697052,0.4539724886417389,-0.5424243807792664,0.8012819290161133,0.672651469707489,0.45993494987487793,-0.5901040434837341,0.833209216594696,0.3762366473674774,0.45404762029647827,-0.6236271262168884,0.8101174235343933,0.6650190949440002,0.4514840245246887,-0.4919484555721283,0.8144893646240234,0.38206297159194946,0.4444325268268585,-0.5241380929946899,0.7891611456871033,0.5887352824211121,0.4074365198612213,0.00445928331464529,0.9993327856063843,0.4600042402744293,0.40520355105400085,-0.004905965644866228,0.9993163347244263,0.5639299750328064,0.557028591632843,-0.06089697405695915,0.9457265734672546,0.46762335300445557,0.5561092495918274,-0.05788952857255936,0.9536948800086975,0.5423988103866577,0.6959362626075745,0.2069404125213623,0.952318549156189,0.4540987014770508,0.6958953142166138,0.2087881714105606,0.9250539541244507,0.5335363149642944,0.7083936929702759,0.2139570266008377,0.5887147784233093,0.4538451135158539,0.7134875059127808,0.2157638818025589,0.49127399921417236,0.5389693975448608,0.7471612095832825,-0.13754917681217194,0.9348434209823608,0.46241965889930725,0.7390633225440979,-0.13021066784858704,0.9094586372375488,caminar-adelante,lento
7,caminar-adelante_lento.mp4,0.5395298600196838,0.16485300660133362,-1.0751880407333374,0.9999862313270569,0.5561850070953369,0.15531513094902039,-1.0420564413070679,0.9999605417251587,0.5636129975318909,0.15621277689933777,-1.041934847831726,0.9999622106552124,0.5710077881813049,0.1570502072572708,-1.041953444480896,0.9999648928642273,0.5294919013977051,0.1542561799287796,-1.046732783317566,0.9999517202377319,0.5202800035476685,0.15425968170166016,-1.0469145774841309,0.999955415725708,0.5126993656158447,0.15441475808620453,-1.0469865798950195,0.9999587535858154,0.5859825015068054,0.16616888344287872,-0.7831394076347351,0.9999313950538635,0.5001223683357239,0.16466198861598969,-0.7907956838607788,0.9999174475669861,0.5565032362937927,0.1800837367773056,-0.9662922620773315,0.9999812245368958,0.5205471515655518,0.1785959154367447,-0.9751613140106201,0.9999772906303406,0.6487399935722351,0.24725297093391418,-0.5235865712165833,0.9999492168426514,0.43128979206085205,0.24264901876449585,-0.5174077153205872,0.9999355673789978,0.6741960644721985,0.3499707579612732,-0.32011258602142334,0.9802743196487427,0.3805795907974243,0.336798757314682,-0.34690144658088684,0.973435640335083,0.6767299771308899,0.43399280309677124,-0.4728689193725586,0.9110303521156311,0.37026551365852356,0.4260339140892029,-0.49023154377937317,0.8870823979377747,0.6837629079818726,0.45919284224510193,-0.5193644762039185,0.8193386793136597,0.36417505145072937,0.45396995544433594,-0.5411792993545532,0.8017441034317017,0.6742748022079468,0.45983749628067017,-0.6101860404014587,0.832811176776886,0.3762185275554657,0.45402488112449646,-0.6236231327056885,0.8106436133384705,0.6668716073036194,0.45121920108795166,-0.5098460912704468,0.8141815662384033,0.38205990195274353,0.4444228410720825,-0.5246322154998779,0.7900267839431763,0.5888626575469971,0.4074445366859436,0.003957369830459356,0.9993292689323425,0.46004733443260193,0.4051244556903839,-0.004397877026349306,0.999316394329071,0.5640274286270142,0.5574697852134705,-0.06800194829702377,0.9454054832458496,0.46774017810821533,0.5566676259040833,-0.056892912834882736,0.9531005620956421,0.5430403351783752,0.6969794631004333,0.22203025221824646,0.9517222046852112,0.4543197453022003,0.6969608664512634,0.22387933731079102,0.9234837293624878,0.5339255928993225,0.709650456905365,0.2312416434288025,0.5848692655563354,0.4544798731803894,0.7152696847915649,0.23280921578407288,0.48587557673454285,0.5386438369750977,0.7470017075538635,-0.12630556523799896,0.933819591999054,0.46199971437454224,0.7404975295066833,-0.11856900155544281,0.9072483777999878,caminar-adelante,lento
8,caminar-adelante_lento.mp4,0.5395136475563049,0.16468669474124908,-1.0725619792938232,0.9999862313270569,0.5561860203742981,0.15503326058387756,-1.0428109169006348,0.9999604225158691,0.5636626482009888,0.15592047572135925,-1.0427523851394653,0.9999620914459229,0.5710102915763855,0.15670600533485413,-1.0428553819656372,0.9999649524688721,0.5294091105461121,0.1540425717830658,-1.0421563386917114,0.9999518990516663,0.5202653408050537,0.15407347679138184,-1.0423505306243896,0.9999553561210632,0.5126616954803467,0.15424130856990814,-1.0424220561981201,0.9999587535858154,0.586079478263855,0.1657768040895462,-0.7808923721313477,0.9999318718910217,0.5001324415206909,0.16446171700954437,-0.7768351435661316,0.9999172687530518,0.5565474033355713,0.17992852628231049,-0.9670079350471497,0.9999812245368958,0.5205395817756653,0.17849911749362946,-0.9675787091255188,0.9999772906303406,0.6500261425971985,0.24706991016864777,-0.5219770073890686,0.9999484419822693,0.43155068159103394,0.24261748790740967,-0.5094033479690552,0.9999350309371948,0.6752962470054626,0.34994763135910034,-0.3256920576095581,0.9802624583244324,0.3808583915233612,0.3368012011051178,-0.34859293699264526,0.973660945892334,0.6780418157577515,0.43378177285194397,-0.4849044978618622,0.9115864038467407,0.37032410502433777,0.42601433396339417,-0.5105761289596558,0.8878188729286194,0.6852997541427612,0.45913249254226685,-0.5342246890068054,0.8205268979072571,0.36414864659309387,0.4540104866027832,-0.5671894550323486,0.8023465871810913,0.6761117577552795,0.4597455859184265,-0.6229063868522644,0.8339425325393677,0.3759309947490692,0.45408040285110474,-0.6478274464607239,0.8114962577819824,0.6687354445457458,0.4509466588497162,-0.521411657333374,0.8154589533805847,0.3819595277309418,0.44449499249458313,-0.5454537868499756,0.79130619764328,0.5888667702674866,0.40758416056632996,0.0022276986856013536,0.9993195533752441,0.4600055515766144,0.40511631965637207,-0.002643232699483633,0.9993090033531189,0.5640451312065125,0.5574190020561218,-0.07921281456947327,0.945517361164093,0.4683712422847748,0.5566800832748413,-0.06040642037987709,0.9525803923606873,0.5436457395553589,0.6968806385993958,0.20849867165088654,0.9517065286636353,0.45615994930267334,0.6977413892745972,0.2114664763212204,0.9231752753257751,0.5357189774513245,0.7094923853874207,0.21744947135448456,0.5822909474372864,0.45615333318710327,0.7167233228683472,0.21937313675880432,0.4842527508735657,0.5347460508346558,0.7407180070877075,-0.13568736612796783,0.9336655735969543,0.46233922243118286,0.7403321862220764,-0.12753048539161682,0.9068259596824646,caminar-adelante,lento
9,caminar-adelante_lento.mp4,0.5392736196517944,0.16417166590690613,-1.0883010625839233,0.9999856948852539,0.5558581948280334,0.15430372953414917,-1.0578652620315552,0.9999588131904602,0.5636358857154846,0.15518274903297424,-1.0577967166900635,0.9999606013298035,0.5708030462265015,0.15595600008964539,-1.0579009056091309,0.9999637603759766,0.5290428996086121,0.15350261330604553,-1.0575623512268066,0.9999505281448364,0.5201060771942139,0.15354755520820618,-1.0577670335769653,0.9999538064002991,0.5122774243354797,0.15378019213676453,-1.0578378438949585,0.9999573826789856,0.5860742926597595,0.16528598964214325,-0.7878061532974243,0.9999304413795471,0.5001096725463867,0.16415256261825562,-0.7891567349433899,0.999914288520813,0.5565407276153564,0.17949217557907104,-0.9814369082450867,0.9999805688858032,0.5204757452011108,0.17813152074813843,-0.9823819994926453,0.9999763369560242,0.6509236693382263,0.24678891897201538,-0.5277641415596008,0.9999464154243469,0.4316762685775757,0.24262768030166626,-0.5136919021606445,0.9999331831932068,0.6761512160301208,0.34971117973327637,-0.3352590799331665,0.979799211025238,0.38108721375465393,0.3368006944656372,-0.3436400592327118,0.9727842211723328,0.6784216165542603,0.43314510583877563,-0.4852657914161682,0.9078506827354431,0.3704428970813751,0.42603591084480286,-0.5091862082481384,0.884709894657135,0.6854038834571838,0.4588671922683716,-0.5326980948448181,0.8154385685920715,0.3641534745693207,0.45404496788978577,-0.5597628355026245,0.797713577747345,0.6762822866439819,0.4594596326351166,-0.6218624711036682,0.828944981098175,0.3758157193660736,0.45411229133605957,-0.6401485204696655,0.8071500658988953,0.6689364910125732,0.45040449500083923,-0.5214809775352478,0.8101826310157776,0.3819179832935333,0.44456973671913147,-0.5416756868362427,0.7871599197387695,0.5888712406158447,0.40777668356895447,-0.002255846979096532,0.9992912411689758,0.4599968492984772,0.4051300883293152,0.001841353834606707,0.9992865324020386,0.5641142129898071,0.557429313659668,-0.0780211016535759,0.9454759359359741,0.46961578726768494,0.556929886341095,-0.05005292221903801,0.9516873955726624,0.545491099357605,0.6964741349220276,0.21575172245502472,0.9515607953071594,0.46157777309417725,0.697751522064209,0.2230416238307953,0.922359049320221,0.5405173897743225,0.70932537317276,0.22576791048049927,0.5743323564529419,0.4668857753276825,0.7165263295173645,0.2303977906703949,0.48364874720573425,0.5280802845954895,0.7362774014472961,-0.1295723021030426,0.9330926537513733,0.46232154965400696,0.7385720014572144,-0.11098865419626236,0.9062063694000244,caminar-adelante,lento
